Status,Daily Review,WeekKey,Date,duration (m)f,start time,end time,Type,Notes,Cognitive Headroom,Focus,Friction,Deep Score,Deep Flag,Deep Work Min,作成日時,In This Week,In Last Week,Interview Min,Prep Min,WrapUp Min,TI Min," learning content"
Done,1/14 (https://www.notion.so/1-14-2e7d5c5438fd8039ad1bde555860913c?pvs=21),2026-W03,2026-01-14,66,"January 14, 2026 6:55 AM (GMT+9)","January 14, 2026 8:01 AM (GMT+9)",,"やった：エラー情報の探し方カリキュラム
詰まった/気づいた：詰まっているということは学習に価値があるというマインド、2日以上かかっても良いという思考で行うと落ち着いてデバッグや自問自答をすることができていた",5,5,3,4.3,Yes,66,"January 14, 2026 6:55 AM",No,No,0,0,0,,
Done,1/14 (https://www.notion.so/1-14-2e7d5c5438fd8039ad1bde555860913c?pvs=21),2026-W03,2026-01-14,28,"January 14, 2026 9:37 AM (GMT+9)","January 14, 2026 10:05 AM (GMT+9)",,"やった：エラー情報の探し方カリキュラム | デバッグのカリキュラムなのでREAD meのデバッグツールを使う視点で学習
詰まった/気づいた：Gemの使い方が分からないので調べるのに時間",5,4,4,3.7,No,0,"January 14, 2026 9:37 AM",No,No,0,0,0,,
Done,1/14 (https://www.notion.so/1-14-2e7d5c5438fd8039ad1bde555860913c?pvs=21),2026-W03,2026-01-14,23,"January 14, 2026 10:19 AM (GMT+9)","January 14, 2026 10:42 AM (GMT+9)",,"やった：イベントの草案作成
詰まった/気づいた：",3,3,1,3.7,No,0,"January 14, 2026 10:19 AM",No,No,0,0,0,,
Done,1/14 (https://www.notion.so/1-14-2e7d5c5438fd8039ad1bde555860913c?pvs=21),2026-W03,2026-01-14,31,"January 14, 2026 5:27 PM (GMT+9)","January 14, 2026 5:58 PM (GMT+9)",,"やった：学習まとめとmottermostシェア
詰まった/気づいた：",4,3,2,3.7,No,0,"January 14, 2026 5:27 PM",No,No,0,0,0,,
Done,1/15 (https://www.notion.so/1-15-2ecd5c5438fd80e992c6e3d495d47239?pvs=21),2026-W03,2026-01-15,26,"January 15, 2026 7:37 AM (GMT+9)","January 15, 2026 8:03 AM (GMT+9)",,"やった：エラー情報の探し方カリキュラム | デバッグのカリキュラムなのでREAD meのデバッグツールを使う視点で学習
詰まった/気づいた：寝る前にipadを見ながら寝落ちしたので取り掛かるまで、取り掛かっても時間がかかる",3,3,3,3,No,0,"January 15, 2026 7:37 AM",No,No,0,0,0,,
Done,1/15 (https://www.notion.so/1-15-2ecd5c5438fd80e992c6e3d495d47239?pvs=21),2026-W03,2026-01-15,67,"January 15, 2026 8:40 AM (GMT+9)","January 15, 2026 9:47 AM (GMT+9)",,"やった：エラー情報の探し方カリキュラム | デバッグツールを使いながらデバッグ方法学習とコード理解の再学習
詰まった/気づいた：Post showがどんなアクション設計なのかを再度理解することができた",4,4,2,4,Yes,67,"January 15, 2026 8:40 AM",No,No,0,0,0,,
Done,1/15 (https://www.notion.so/1-15-2ecd5c5438fd80e992c6e3d495d47239?pvs=21),2026-W03,2026-01-15,62,"January 15, 2026 10:22 AM (GMT+9)","January 15, 2026 11:24 AM (GMT+9)",Prep,"やった：技術面談用の資料の準備
詰まった/気づいた：資料をまとめる系は時間を忘れて没頭するフローの感覚がある
思考には時間がかかる。でもかける時間とアウトプットと成果のバランスがむずい！！",5,5,3,4.3,Yes,62,"January 15, 2026 10:22 AM",No,No,0,62,0,,
Done,1/15 (https://www.notion.so/1-15-2ecd5c5438fd80e992c6e3d495d47239?pvs=21),2026-W03,2026-01-15,20,"January 15, 2026 11:40 AM (GMT+9)","January 15, 2026 12:00 PM (GMT+9)",Interview,"やった：技術面談
詰まった/気づいた：",3,3,3,3,No,0,"January 15, 2026 11:40 AM",No,No,20,0,0,,
Done,1/15 (https://www.notion.so/1-15-2ecd5c5438fd80e992c6e3d495d47239?pvs=21),2026-W03,2026-01-15,38,"January 15, 2026 12:17 PM (GMT+9)","January 15, 2026 12:55 PM (GMT+9)",WrapUp,"やった：
詰まった/気づいた：技術面談実施後の評価でどの視点で評価するのかという指標があいまい。基礎体力→3つの指標はなんなのか？？",3,3,3,3,No,0,"January 15, 2026 12:17 PM",No,No,0,0,38,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,16,"January 16, 2026 7:19 AM (GMT+9)","January 16, 2026 7:35 AM (GMT+9)",,"やった：学習計画作成
詰まった/気づいた：",,,,2,No,0,"January 16, 2026 7:19 AM",No,No,0,0,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,30,"January 16, 2026 7:39 AM (GMT+9)","January 16, 2026 8:09 AM (GMT+9)",,"やった：技術面談で教わったエラー検証に則りリサーチをする
詰まった/気づいた：寝る前にipadを使っていると頭が重い感じでサボりたい欲が５割マシである",4,4,2,4,Yes,30,"January 16, 2026 8:09 AM",No,No,0,0,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,59,"January 16, 2026 9:25 AM (GMT+9)","January 16, 2026 10:24 AM (GMT+9)",,"やった：投稿が削除できないバグの解消
詰まった/気づいた：Dockerのログを最初に参照するのも検証のプロセスとして考えておく",4,5,4,3.7,No,0,"January 16, 2026 9:55 AM",No,No,0,0,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,45,"January 16, 2026 10:42 AM (GMT+9)","January 16, 2026 11:27 AM (GMT+9)",,"やった：編集ができない
詰まった/気づいた：何が起きているかから、処理前、処理中、処理後なのかという考える思考が学べた",4,4,3,3.7,No,0,"January 16, 2026 11:26 AM",No,No,0,0,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,47,"January 16, 2026 11:28 AM (GMT+9)","January 16, 2026 12:15 PM (GMT+9)",,"やった：JSカリキュラム　e.preventが必要な理由について
詰まった/気づいた：e.preventでできることを記事で学習で一旦はokにする。注意が次何しようかや、今日の計画で技術面談しようかなどそれたりしていた",4,3,2,3.7,No,0,"January 16, 2026 11:28 AM",No,No,0,0,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,71,"January 16, 2026 2:44 PM (GMT+9)","January 16, 2026 3:55 PM (GMT+9)",Prep,"やった：技術面談準備
詰まった/気づいた：最初、本当に必要あるのかという疑問と何を相談したら良いのかという、どうまとめろうと考えて時間がくった",4,4,3,3.7,No,0,"January 16, 2026 2:44 PM",No,No,0,71,0,,
Done,1/16 (https://www.notion.so/1-16-2e9d5c5438fd808d907dee3d96ef8639?pvs=21),2026-W03,2026-01-16,15,"January 16, 2026 4:15 PM (GMT+9)","January 16, 2026 4:30 PM (GMT+9)",Interview,"やった：技術面談
詰まった/気づいた：3つの項目理解をお話しします。よき➡️ そして1つずつ以上の理解で今のところ問題ありませんかね？もよき",3,3,1,3.7,No,0,"January 16, 2026 4:30 PM",No,No,15,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,39,"January 17, 2026 7:29 AM (GMT+9)","January 17, 2026 8:08 AM (GMT+9)",,"やった：JS カリキュラム
詰まった/気づいた：少しだれていてサボっても良いかなという気持ちがある",3,3,1,3.7,No,0,"January 17, 2026 8:08 AM",No,No,0,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,38,"January 17, 2026 9:16 AM (GMT+9)","January 17, 2026 9:54 AM (GMT+9)",,"やった：JS カリキュラム | fectchとテキスト処理による反復
詰まった/気づいた：自分のプロジェクトにどうやって使えるか？と考えた時に集中力が増して楽しくなっている感覚がる",4,4,2,4,Yes,38,"January 17, 2026 9:16 AM",No,No,0,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,78,"January 17, 2026 9:55 AM (GMT+9)","January 17, 2026 11:13 AM (GMT+9)",,"やった：JS カリキュラム | Promiseについて学習、インプット型カリキュラム時の学習プロセステンプレート作成
詰まった/気づいた：promiseの理解は独学時にはできていなかったので時間をかけて基本概念の言語化に焦点",,,,2,No,0,"January 17, 2026 9:55 AM",No,No,0,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,24,"January 17, 2026 11:36 AM (GMT+9)","January 17, 2026 12:00 PM (GMT+9)",,"やった：async 
詰まった/気づいた：asyncは実際の開発を通してこの課題を振り返りながら行うのざっくり読んで終了　➡️ ajax課題に進んだ",2,2,1,3,No,0,"January 17, 2026 11:36 AM",No,No,0,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,21,"January 17, 2026 1:35 PM (GMT+9)","January 17, 2026 1:56 PM (GMT+9)",,"やった：ajax
詰まった/気づいた：さらっと学習にする。個人開発をしながらの理解で",3,3,2,3.3,No,0,"January 17, 2026 1:35 PM",No,No,0,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,16,"January 17, 2026 3:52 PM (GMT+9)","January 17, 2026 4:08 PM (GMT+9)",Prep,"やった：技術面談でアプリ相談用の準備
詰まった/気づいた：",,,,2,No,0,"January 17, 2026 3:52 PM",No,No,0,16,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,15,"January 17, 2026 4:09 PM (GMT+9)","January 17, 2026 4:24 PM (GMT+9)",Interview,"やった：技術面談 | アプリの工数と技術選定について
詰まった/気づいた：",3,3,1,3.7,No,0,"January 17, 2026 4:24 PM",No,No,15,0,0,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,13,"January 17, 2026 4:24 PM (GMT+9)","January 17, 2026 4:37 PM (GMT+9)",WrapUp,"やった：面談内容の音声をmd化、notebooklmへインポート
詰まった/気づいた：",,,,2,No,0,"January 17, 2026 4:32 PM",No,No,0,0,13,,
Done,1/17 (https://www.notion.so/1-17-2ead5c5438fd80618362ffe586ec4809?pvs=21),2026-W03,2026-01-17,40,"January 17, 2026 5:40 PM (GMT+9)","January 17, 2026 6:20 PM (GMT+9)",,"やった：学習の振り返りとmottermostシェア
詰まった/気づいた：",,,,2,No,0,"January 17, 2026 5:40 PM",No,No,0,0,0,,
Done,,2026-W03,2026-01-18,2962,"January 18, 2026 9:33 AM (GMT+9)","January 20, 2026 10:55 AM (GMT+9)",,,,,,2,No,0,"January 18, 2026 9:33 AM",No,No,0,0,0,,
Done,,2026-W04,2026-01-20,41,"January 20, 2026 10:14 AM (GMT+9)","January 20, 2026 10:55 AM (GMT+9)",,"やった：カリキュラム環境構築、ブックマーク参照ドキュメントリサーチ指示
詰まった/気づいた：",3,3,,4,Yes,41,"January 20, 2026 10:14 AM",No,No,0,0,0,,
Done,1/22 (https://www.notion.so/1-22-2efd5c5438fd80b78abae53aa05e51cb?pvs=21),2026-W04,2026-01-22,64,"January 22, 2026 8:12 AM (GMT+9)","January 22, 2026 9:16 AM (GMT+9)",,"やった：カリキュラム | ブックマーク
詰まった/気づいた：始める前はサボっても良いかという気持ちがあったが、学習を始めると、ブックマークの実装ロジックについて調べて知ることが楽しいという感覚があった",4,4,2,4,Yes,64,"January 22, 2026 9:16 AM",No,No,0,0,0,,
Done,1/22 (https://www.notion.so/1-22-2efd5c5438fd80b78abae53aa05e51cb?pvs=21),2026-W04,2026-01-22,90,"January 22, 2026 9:33 AM (GMT+9)","January 22, 2026 11:03 AM (GMT+9)",,"やった：includes SQL理解
詰まった/気づいた：実行されるsqlが何かをまずは学習。理解ができていなかったことに気づいた",4,4,5,3,No,0,"January 22, 2026 9:33 AM",No,No,0,0,0,,
Done,1/22 (https://www.notion.so/1-22-2efd5c5438fd80b78abae53aa05e51cb?pvs=21),2026-W04,2026-01-22,29,"January 22, 2026 11:19 AM (GMT+9)","January 22, 2026 11:48 AM (GMT+9)",,"やった：bookmarkの実装
詰まった/気づいた：",3,3,3,3,No,0,"January 22, 2026 11:19 AM",No,No,0,0,0,,
Done,1/23 (https://www.notion.so/1-23-2f1d5c5438fd805da80bd3b8eb6db7ec?pvs=21),2026-W04,2026-01-23,39,"January 23, 2026 12:14 PM (GMT+9)","January 23, 2026 12:53 PM (GMT+9)",,"やった：イベント企画準備
詰まった/気づいた：",3,3,3,3,No,0,"January 23, 2026 12:14 PM",No,No,0,0,0,,
Done,1/23 (https://www.notion.so/1-23-2f1d5c5438fd805da80bd3b8eb6db7ec?pvs=21),2026-W04,2026-01-23,48,"January 23, 2026 6:18 PM (GMT+9)","January 23, 2026 7:06 PM (GMT+9)",,"やった：イベント企画準備
詰まった/気づいた：",3,3,3,3,No,0,"January 23, 2026 6:18 PM",No,No,0,0,0,,
Done,1/23 (https://www.notion.so/1-23-2f1d5c5438fd805da80bd3b8eb6db7ec?pvs=21),2026-W04,2026-01-23,47,"January 23, 2026 7:12 PM (GMT+9)","January 23, 2026 7:59 PM (GMT+9)",,"やった：ブックマーク実装
詰まった/気づいた：何をすれば良いか見当がつかないのでフォーマットを使って現状の整理。ブックマークがまず表示されていないのでつまづいている",3,3,3,3,No,0,"January 23, 2026 7:12 PM",No,No,0,0,0,,
Done,1/23 (https://www.notion.so/1-23-2f1d5c5438fd805da80bd3b8eb6db7ec?pvs=21),2026-W04,2026-01-23,14,"January 23, 2026 8:15 PM (GMT+9)","January 23, 2026 8:29 PM (GMT+9)",,"やった：ブックマーク実装
詰まった/気づいた：何をすれば良いか見当がつかないのでフォーマットを使って現状の整理。ブックマーク表示問題は解消→再度一覧表示の実装に戻るがタイムアップで終了",3,4,4,3,No,0,"January 23, 2026 8:15 PM",No,No,0,0,0,,
Done,1/24 (https://www.notion.so/1-24-2f2d5c5438fd80dca21fed71aec428d6?pvs=21),2026-W04,2026-01-24,39,"January 24, 2026 12:14 PM (GMT+9)","January 24, 2026 12:53 PM (GMT+9)",,"やった：ブックマークロジックについて学習
詰まった/気づいた：AIを使って概念のリサーチ",4,4,4,3.3,No,0,"January 24, 2026 12:14 PM",No,No,0,0,0,,
Done,,2026-W05,2026-01-26,38,"January 26, 2026 6:41 PM (GMT+9)","January 26, 2026 7:19 PM (GMT+9)",Prep,,,,,2,No,0,"January 26, 2026 6:41 PM",No,No,0,38,0,,
Done,,2026-W05,2026-01-26,20,"January 26, 2026 7:22 PM (GMT+9)","January 26, 2026 7:42 PM (GMT+9)",Interview,,,,,2,No,0,"January 26, 2026 7:22 PM",No,No,20,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,28,"January 27, 2026 10:15 AM (GMT+9)","January 27, 2026 10:43 AM (GMT+9)",🧠 計画・振り返り,,4,4,2,4,Yes,28,"January 27, 2026 10:15 AM",No,No,0,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,34,"January 27, 2026 10:44 AM (GMT+9)","January 27, 2026 11:18 AM (GMT+9)",👨‍💻 カリキュラム,"やった：Createの必要なことを日本語で言語化
詰まった/気づいた：AIを使って概念のリサーチ",,,,2,No,0,"January 27, 2026 10:44 AM",No,No,0,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,20,"January 27, 2026 1:07 PM (GMT+9)","January 27, 2026 1:27 PM (GMT+9)",😪昼寝,,,,,2,No,0,"January 27, 2026 1:30 PM",No,No,0,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,33,"January 27, 2026 1:37 PM (GMT+9)","January 27, 2026 2:10 PM (GMT+9)",👨‍💻 カリキュラム,"やった：linke toについて学習
詰まった/気づいた：",5,4,3,4,Yes,33,"January 27, 2026 1:37 PM",No,No,0,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,72,"January 27, 2026 6:37 PM (GMT+9)","January 27, 2026 7:49 PM (GMT+9)",👨‍💻 カリキュラム,"やった：ロジックの言語化 仮説とbinding.pryで変数や処理フロー確認しながら言語化
詰まった/気づいた：",,,,2,No,0,"January 27, 2026 7:49 PM",No,No,0,0,0,,
Done,2026-01-27 (https://www.notion.so/2026-01-27-2f5d5c5438fd805cbf29cb1234dafa4d?pvs=21),2026-W05,2026-01-27,34,"January 27, 2026 9:52 PM (GMT+9)","January 27, 2026 10:26 PM (GMT+9)",🧠 計画・振り返り,"やった：学習のまとめ | notionメモを利用しながら朝の計画時に作成したQuestionに答えと言語化を行っていく
詰まった/気づいた：",4,4,3,3.7,No,0,"January 27, 2026 9:52 PM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,8,"January 29, 2026 7:16 AM (GMT+9)","January 29, 2026 7:24 AM (GMT+9)",🧠 計画・振り返り,"やった：
詰まった/気づいた：前日に学習計画時にリストアップした疑問点をじゃあ、今日考えようとそのまま使えるので、学習計画時に書き出す戦略はよき",5,5,2,4.7,Yes,8,"January 29, 2026 7:16 AM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,34,"January 29, 2026 7:24 AM (GMT+9)","January 29, 2026 7:58 AM (GMT+9)",👨‍💻 カリキュラム,"やった：bookmark create実装 
詰まった/気づいた：",4,4,2,4,Yes,34,"January 29, 2026 7:58 AM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,62,"January 29, 2026 8:54 AM (GMT+9)","January 29, 2026 9:56 AM (GMT+9)",👨‍💻 カリキュラム,"やった：環境構築 | unbookmark実装エラー言語化
詰まった/気づいた：",5,4,3,4,Yes,62,"January 29, 2026 8:54 AM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,37,"January 29, 2026 10:14 AM (GMT+9)","January 29, 2026 10:51 AM (GMT+9)",👨‍💻 カリキュラム,"やった：環境構築 | unbookmark実装コード書きながらトライアンドエラー
詰まった/気づいた：",4,4,3,3.7,No,0,"January 29, 2026 10:51 AM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,17,"January 29, 2026 12:10 PM (GMT+9)","January 29, 2026 12:27 PM (GMT+9)",📚 読書,,,,,2,No,0,"January 29, 2026 12:10 PM",No,No,0,0,0,,
Done,2026-01-29 (https://www.notion.so/2026-01-29-2f6d5c5438fd8008bb0ad8430f56eb05?pvs=21),2026-W05,2026-01-29,28,"January 29, 2026 5:20 PM (GMT+9)","January 29, 2026 5:48 PM (GMT+9)",🧠 計画・振り返り,"やった：Daily reviewの項目をもとに学習内容の言語化と定性面振り返り
詰まった/気づいた：",4,4,2,4,Yes,28,"January 29, 2026 5:20 PM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,20,"January 30, 2026 7:23 AM (GMT+9)","January 30, 2026 7:43 AM (GMT+9)",🧠 計画・振り返り,"やった：
詰まった/気づいた：",,,,2,No,0,"January 30, 2026 7:23 AM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,146,"January 30, 2026 7:44 AM (GMT+9)","January 30, 2026 10:10 AM (GMT+9)",🗣️イベント準備,"やった：イベント原稿作成
詰まった/気づいた：",5,5,3,4.3,Yes,146,"January 30, 2026 7:44 AM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,102,"January 30, 2026 11:16 AM (GMT+9)","January 30, 2026 12:58 PM (GMT+9)",👨‍💻 カリキュラム,"やった：unbookmark実装
詰まった/気づいた：",5,5,4,4,Yes,102,"January 30, 2026 11:16 AM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,43,"January 30, 2026 1:51 PM (GMT+9)","January 30, 2026 2:34 PM (GMT+9)",👨‍💻 カリキュラム,"やった：ajax 同期・非同期処理
詰まった/気づいた：",4,4,2,4,Yes,43,"January 30, 2026 1:51 PM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,49,"January 30, 2026 3:10 PM (GMT+9)","January 30, 2026 3:59 PM (GMT+9)",,かるめさんとアウトプット練習,3,3,1,3.7,No,0,"January 30, 2026 2:54 PM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,20,"January 30, 2026 4:55 PM (GMT+9)","January 30, 2026 5:15 PM (GMT+9)",Interview,"やった：学習方法と課題実装方法について相談
詰まった/気づいた：",3,3,2,3.3,No,0,"January 30, 2026 5:15 PM",No,No,20,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,38,"January 30, 2026 5:15 PM (GMT+9)","January 30, 2026 5:53 PM (GMT+9)",WrapUp,"やった：相談内容をmanusで文字起こし、notebooklmでリストアップして質問フォーマットアップデーと
詰まった/気づいた：",3,3,1,3.7,No,0,"January 30, 2026 5:53 PM",No,No,0,0,38,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,25,"January 30, 2026 7:00 PM (GMT+9)","January 30, 2026 7:25 PM (GMT+9)",🧠 計画・振り返り,"やった：ブックマークロジックについてのまとめ　途中
詰まった/気づいた：",,,,2,No,0,"January 30, 2026 7:00 PM",No,No,0,0,0,,
Done,2026-01-30 (https://www.notion.so/2026-01-30-2f7d5c5438fd80f59812e75f9d122128?pvs=21),2026-W05,2026-01-30,48,"January 30, 2026 7:26 PM (GMT+9)","January 30, 2026 8:14 PM (GMT+9)",🧠 計画・振り返り,"やった：1日の振り返り
詰まった/気づいた：何度も他のことに注意が行ったが、未完成で良いやという視点で定性的振り返りのみ実施",2,2,4,2,No,0,"January 30, 2026 7:26 PM",No,No,0,0,0,,
Done,2026-01-31 (https://www.notion.so/2026-01-31-2f8d5c5438fd80608530f43c2361e291?pvs=21),2026-W05,2026-01-31,11,"January 31, 2026 7:50 AM (GMT+9)","January 31, 2026 8:01 AM (GMT+9)",🧠 計画・振り返り,"やった：学習計画
詰まった/気づいた：少し眠い感じがある",3,3,1,3.7,No,0,"January 31, 2026 7:50 AM",No,No,0,0,0,,
Done,2026-01-31 (https://www.notion.so/2026-01-31-2f8d5c5438fd80608530f43c2361e291?pvs=21),2026-W05,2026-01-31,65,"January 31, 2026 8:02 AM (GMT+9)","January 31, 2026 9:07 AM (GMT+9)",👨‍💻 カリキュラム,"やった：ブックマークajax化
詰まった/気づいた：フォーマットがあるだけで思考の整理がしやすいし、思考の検証や",5,4,2,4.3,Yes,65,"January 31, 2026 8:02 AM",No,No,0,0,0,,
Done,2026-01-31 (https://www.notion.so/2026-01-31-2f8d5c5438fd80608530f43c2361e291?pvs=21),2026-W05,2026-01-31,42,"January 31, 2026 10:04 AM (GMT+9)","January 31, 2026 10:46 AM (GMT+9)",👨‍💻 カリキュラム,"やった：コメント投稿削除ajax | フェーズ１設計と定義言語化
詰まった/気づいた：フォーマットがあるだけで思考の整理がしやすいし、思考の検証や",4,4,3,3.7,No,0,"January 31, 2026 10:04 AM",No,No,0,0,0,,
Done,2026-01-31 (https://www.notion.so/2026-01-31-2f8d5c5438fd80608530f43c2361e291?pvs=21),2026-W05,2026-01-31,14,"January 31, 2026 10:46 AM (GMT+9)","January 31, 2026 11:00 AM (GMT+9)",👨‍💻 カリキュラム,"やった：コメント投稿削除ajax | ハンズオン
詰まった/気づいた：",3,3,3,3,No,0,"January 31, 2026 11:00 AM",No,No,0,0,0,,
